Starting process <14> on on <c1232.ofp>
Starting process <11> on on <c1229.ofp>
Starting process <0> on on <c1218.ofp>
Starting process <1> on on <c1219.ofp>
Starting process <15> on on <c1233.ofp>
Starting process <13> on on <c1231.ofp>
Starting process <4> on on <c1222.ofp>
Starting process <9> on on <c1227.ofp>
Starting process <10> on on <c1228.ofp>
Starting process <6> on on <c1224.ofp>
Starting process <12> on on <c1230.ofp>
Starting process <2> on on <c1220.ofp>
Starting process <8> on on <c1226.ofp>
Starting process <7> on on <c1225.ofp>
Starting process <3> on on <c1221.ofp>
Starting process <5> on on <c1223.ofp>
Round ; Elapsed Time (ms); h0 trees; h1 trees; h2 trees; h3 trees; h4 trees; h5 trees; h6 trees; h7 trees; h8 trees; h9 trees; h10 trees; h11 trees; h12 trees; h13 trees; h14 trees; h15 trees; h0 nodes; h1 nodes; h2 nodes; h3 nodes; h4 nodes; h5 nodes; h6 nodes; h7 nodes; h8 nodes; h9 nodes; h10 nodes; h11 nodes; h12 nodes; h13 nodes; h14 nodes; h15 nodes; 
Round 0; 1988.25721; 7000; 6000; 7000; 6000; 6000; 6000; 6000; 6000; 6000; 6000; 6000; 7000; 6000; 6000; 6000; 7000; 3.9060969E7; 3.3030701E7; 3.7678437E7; 3.2351365E7; 3.2756151E7; 3.2977914E7; 3.2420333E7; 3.2457916E7; 3.2907187E7; 3.2796497E7; 3.3169247E7; 3.8561583E7; 3.254629E7; 3.3416876E7; 3.2056132E7; 3.865412E7; 
Round 1; 2676.594518; 7944; 8031; 7080; 5611; 8544; 4324; 4901; 8440; 5956; 4831; 3800; 5687; 5418; 6250; 5524; 7659; 4.2757562E7; 4.2787396E7; 3.8767079E7; 2.9694535E7; 4.6713899E7; 2.2853341E7; 2.605904E7; 4.6521615E7; 3.205978E7; 2.6153361E7; 2.0889518E7; 3.1610491E7; 2.9093288E7; 3.4096803E7; 3.0097514E7; 4.1673646E7; 
Round 2; 1631.66245; 7394; 8346; 7119; 5956; 7937; 4948; 4687; 7600; 5776; 4804; 3944; 5460; 6276; 6095; 6396; 7262; 4.1281436E7; 4.5831209E7; 3.9527436E7; 3.1978847E7; 4.3276427E7; 2.6497282E7; 2.6300827E7; 4.1662584E7; 3.148906E7; 2.6178861E7; 2.1909994E7; 3.0524687E7; 3.4118676E7; 3.2129749E7; 3.4557788E7; 3.8766324E7; 
Round 3; 1819.878796; 7312; 8000; 6487; 5672; 7699; 4758; 5392; 8101; 5678; 5288; 4051; 5351; 5947; 6242; 6448; 7574; 3.9961666E7; 4.5318636E7; 3.4253022E7; 3.0296717E7; 4.1771471E7; 2.5833637E7; 2.9497078E7; 4.553036E7; 3.0838115E7; 2.8680768E7; 2.1957353E7; 2.9908365E7; 3.2265491E7; 3.3996753E7; 3.5965371E7; 4.0006847E7; 
Round 4; 1861.446943; 7297; 8423; 6676; 5459; 7893; 4467; 5338; 7433; 5897; 5149; 3818; 5325; 5814; 5974; 6389; 8648; 3.9982667E7; 4.5536462E7; 3.5730998E7; 2.9984535E7; 4.267292E7; 2.5256448E7; 2.9801441E7; 4.0147891E7; 3.1275518E7; 2.8671717E7; 2.1064675E7; 3.0055156E7; 3.1647642E7; 3.1885253E7; 3.448244E7; 4.8215454E7; 
Round 5; 2774.113963; 7663; 9670; 5539; 5211; 8154; 4892; 6235; 6691; 5271; 5197; 3368; 5316; 5473; 6189; 6670; 8461; 4.1569449E7; 5.3088392E7; 3.0215997E7; 2.9279119E7; 4.4355519E7; 2.6783E7; 3.460928E7; 3.6712901E7; 2.950308E7; 2.8300974E7; 1.8237455E7; 2.9125594E7; 2.9991536E7; 3.2813155E7; 3.569833E7; 4.6093598E7; 
Round 6; 1806.880762; 7463; 9338; 5389; 5169; 8803; 4798; 6518; 6975; 5434; 5393; 3406; 5684; 5863; 5452; 5880; 8435; 4.1094008E7; 5.1275734E7; 2.9287914E7; 2.8053122E7; 4.7804164E7; 2.7276471E7; 3.6771804E7; 3.7643173E7; 2.9794515E7; 2.9335614E7; 1.8834169E7; 3.0306145E7; 3.1525761E7; 2.9337797E7; 3.2243893E7; 4.6116997E7; 
Round 7; 3021.576535; 7565; 8380; 5844; 6049; 9810; 4665; 6855; 6617; 6160; 4477; 3355; 5576; 5680; 5158; 5228; 8581; 4.0824353E7; 4.530474E7; 3.3284273E7; 3.3434408E7; 5.3500059E7; 2.5196021E7; 3.84165E7; 3.7528073E7; 3.3850967E7; 2.4412591E7; 1.8546649E7; 3.0629045E7; 3.1459231E7; 2.8108747E7; 2.8384943E7; 4.6777997E7; 
Round 8; 2338.141718; 7059; 7795; 5429; 6514; 9122; 5418; 6379; 6493; 6355; 4049; 3432; 5542; 6738; 5549; 5996; 8130; 3.9651465E7; 4.3107415E7; 2.9958633E7; 3.5568319E7; 5.0309398E7; 2.9313981E7; 3.5084706E7; 3.5305548E7; 3.5158645E7; 2.1836648E7; 1.8126541E7; 2.9542328E7; 3.6793659E7; 3.080239E7; 3.3301225E7; 4.5131322E7; 
Round 9; 2057.011963; 6215; 8222; 4723; 6415; 8006; 5360; 6406; 7606; 7063; 5675; 3242; 5276; 6348; 4803; 6251; 8389; 3.3841347E7; 4.4628642E7; 2.6016968E7; 3.4998803E7; 4.429534E7; 2.9632393E7; 3.5296392E7; 4.2125077E7; 3.9044378E7; 3.1075591E7; 1.7681389E7; 2.8479221E7; 3.5321715E7; 2.6421001E7; 3.4001101E7; 4.6069465E7; 
