# TimeStamp(s) InactiveWorker YieldingWorker RunningWorker
# place(0)
0 8 0 0
0.002934469 7 0 1
0.002997406 7 1 0
0.003012471 6 1 1
0.003050394 5 1 2
0.003066754 4 1 3
0.003101357 3 1 4
0.003110562 4 1 3
0.003115227 3 1 4
0.003113351 2 1 5
0.003119942 1 1 6
0.003119933 2 1 5
0.00312814 1 1 6
0.003135597 0 1 7
0.003170535 1 1 6
0.003178556 2 1 5
0.003179625 3 1 4
0.003187123 2 1 5
0.003187471 1 1 6
0.00319036 0 1 7
0.003193256 1 1 6
0.003194726 2 1 5
0.003200449 3 1 4
0.003204112 4 1 3
0.003214589 5 1 2
0.003214925 6 1 1
0.003219913 7 1 0
0.008079384 8 0 0
0.008119667 8 1 -1
0.008148086 7 1 0
0.008208525 6 1 1
0.008252788 5 1 2
0.008287664 4 1 3
0.008293876 3 1 4
0.008293882 2 1 5
0.008301183 1 1 6
0.008315712 2 1 5
0.008323716 1 1 6
0.008324412 2 1 5
0.00832419 3 1 4
0.008331152 2 1 5
0.008333247 1 1 6
0.008335878 2 1 5
0.008337518 3 1 4
0.00833885 4 1 3
0.008345945 5 1 2
0.008357888 4 1 3
0.008363698 5 1 2
0.008366826 6 1 1
0.008370373 7 1 0
0.00837956 8 1 -1
0.013208467 9 0 -1
0.013246811 9 1 -2
0.013286732 8 1 -1
0.013359655 7 1 0
0.013382307 8 1 -1
0.013388287 7 1 0
0.013389844 6 1 1
0.013396734 5 1 2
0.013407328 4 1 3
0.013424677 5 1 2
0.013431767 4 1 3
0.013438183 5 1 2
0.013442867 6 1 1
0.013445036 7 1 0
0.01345417 8 1 -1
0.013463411 9 1 -2
0.018343001 10 0 -2
0.018381503 10 1 -3
0.01842424 9 1 -2
0.018487389 10 1 -3
0.018492597 9 1 -2
0.018487753 8 1 -1
0.018505484 9 1 -2
0.018508864 8 1 -1
0.018513074 9 1 -2
0.018537874 8 1 -1
0.018542858 9 1 -2
0.018588918 10 1 -3
0.023471269 11 0 -3
0.023509784 11 1 -4
0.023537591 10 1 -3
0.023576478 11 1 -4
0.023572421 10 1 -3
0.023608381 11 1 -4
0.028604517 12 0 -4
0.02864241 12 1 -5
0.028669105 11 1 -4
0.028695782 12 1 -5
0.033719322 13 0 -5
0.033752707 14 0 -6
0.038348579 14 0 -6


# place(1)
0 8 0 0
0.038348579 8 0 0


# place(2)
0 8 0 0
0.038348579 8 0 0


# place(3)
0 8 0 0
0.038348579 8 0 0


