# TimeStamp(s) InactiveWorker YieldingWorker RunningWorker
# place(0)
0 8 0 0
0.002762922 7 0 1
0.002804903 7 1 0
0.00283823 6 1 1
0.002908002 5 1 2
0.002907999 4 1 3
0.002924119 3 1 4
0.002926746 2 1 5
0.00293783 1 1 6
0.002937833 0 1 7
0.00295769 1 1 6
0.002964384 0 1 7
0.002983963 1 1 6
0.002989211 2 1 5
0.002989765 3 1 4
0.002994937 2 1 5
0.002996167 1 1 6
0.002999899 2 1 5
0.003000522 3 1 4
0.003002999 2 1 5
0.003003288 3 1 4
0.003003501 4 1 3
0.003006972 5 1 2
0.003014966 6 1 1
0.003017477 7 1 0
0.007878203 8 0 0
0.007902117 8 1 -1
0.007918306 7 1 0
0.007940961 6 1 1
0.007965512 5 1 2
0.007973848 4 1 3
0.007975292 5 1 2
0.007979101 4 1 3
0.007977648 3 1 4
0.007987494 2 1 5
0.007994833 1 1 6
0.008012227 2 1 5
0.008013023 3 1 4
0.008013105 4 1 3
0.008015775 5 1 2
0.008016371 6 1 1
0.008016682 7 1 0
0.008022033 8 1 -1
0.012976123 9 0 -1
0.012996731 9 1 -2
0.013003392 8 1 -1
0.013030337 7 1 0
0.013051076 6 1 1
0.0130895 5 1 2
0.013102918 6 1 1
0.013104411 7 1 0
0.013103315 6 1 1
0.013103312 5 1 2
0.013105808 6 1 1
0.013112504 7 1 0
0.013132329 8 1 -1
0.013137328 7 1 0
0.013150841 8 1 -1
0.013150843 9 1 -2
0.018098768 10 0 -2
0.018179506 10 1 -3
0.018212364 9 1 -2
0.018280774 10 1 -3
0.018296459 9 1 -2
0.018303757 8 1 -1
0.018310599 7 1 0
0.018314246 8 1 -1
0.018317678 7 1 0
0.018318155 8 1 -1
0.018321157 9 1 -2
0.018331272 10 1 -3
0.023284229 11 0 -3
0.02331919 11 1 -4
0.023331233 10 1 -3
0.023364543 11 1 -4
0.023368886 10 1 -3
0.023393585 11 1 -4
0.028431095 12 0 -4
0.028464212 12 1 -5
0.028475754 11 1 -4
0.028491412 12 1 -5
0.033575023 13 0 -5
0.03417371 14 0 -6
0.039695661 14 0 -6


# place(1)
0 8 0 0
0.039695661 8 0 0


# place(2)
0 8 0 0
0.039695661 8 0 0


# place(3)
0 8 0 0
0.039695661 8 0 0


