# TimeStamp(s) InactiveWorker YieldingWorker RunningWorker
# place(0)
0 8 0 0
0.003223293 7 0 1
0.003275031 7 1 0
0.00328479 6 1 1
0.00332669 5 1 2
0.003354793 4 1 3
0.003388997 3 1 4
0.003405208 2 1 5
0.003424274 1 1 6
0.003424102 0 1 7
0.0034981 1 1 6
0.003500517 2 1 5
0.003507431 1 1 6
0.003524472 0 1 7
0.003533017 1 1 6
0.003538172 2 1 5
0.003538567 1 1 6
0.003541801 2 1 5
0.003548396 3 1 4
0.00355111 4 1 3
0.003551766 5 1 2
0.003553943 6 1 1
0.00357409 7 1 0
0.008372372 8 0 0
0.008410553 8 1 -1
0.0084471 7 1 0
0.008541637 6 1 1
0.008542483 5 1 2
0.008566317 4 1 3
0.008589197 3 1 4
0.008602137 2 1 5
0.008617405 1 1 6
0.008665218 2 1 5
0.008664079 3 1 4
0.008669874 4 1 3
0.008670811 5 1 2
0.008703176 4 1 3
0.008707839 3 1 4
0.00870833 4 1 3
0.008709916 3 1 4
0.008711626 4 1 3
0.008718312 5 1 2
0.008724765 6 1 1
0.008732749 7 1 0
0.008737346 8 1 -1
0.013495258 9 0 -1
0.013536625 9 1 -2
0.013577 8 1 -1
0.013638205 7 1 0
0.013702436 6 1 1
0.013703419 5 1 2
0.013703412 4 1 3
0.01371632 5 1 2
0.013722748 4 1 3
0.013730199 5 1 2
0.013732217 6 1 1
0.013736084 5 1 2
0.013763503 6 1 1
0.01376784 5 1 2
0.013776624 4 1 3
0.01377947 5 1 2
0.013796275 6 1 1
0.013796286 7 1 0
0.013802113 8 1 -1
0.013802109 9 1 -2
0.018620663 10 0 -2
0.01866205 10 1 -3
0.018703254 9 1 -2
0.018762901 8 1 -1
0.018807004 9 1 -2
0.018812891 8 1 -1
0.018822661 9 1 -2
0.018827604 8 1 -1
0.018846365 9 1 -2
0.01887417 10 1 -3
0.023733977 11 0 -3
0.02375466 11 1 -4
0.023790378 10 1 -3
0.023828027 11 1 -4
0.023831036 10 1 -3
0.023842853 11 1 -4
0.02883124 12 0 -4
0.028851698 12 1 -5
0.028887485 11 1 -4
0.028909623 12 1 -5
0.033943324 13 0 -5
0.03401322 14 0 -6
0.03435196 14 0 -6


# place(1)
0 8 0 0
0.03435196 8 0 0


# place(2)
0 8 0 0
0.03435196 8 0 0


# place(3)
0 8 0 0
0.03435196 8 0 0


