# TimeStamp(s) InactiveWorker YieldingWorker RunningWorker
# place(0)
0 8 0 0
0.003877368 7 0 1
0.003924345 7 1 0
0.003952029 6 1 1
0.004007706 5 1 2
0.00404479 4 1 3
0.00410589 3 1 4
0.004105879 2 1 5
0.004123281 1 1 6
0.004131911 2 1 5
0.004138856 1 1 6
0.004152223 0 1 7
0.004196528 1 1 6
0.004203872 2 1 5
0.004208318 3 1 4
0.004223737 4 1 3
0.004230047 3 1 4
0.004243448 2 1 5
0.004247862 3 1 4
0.004251617 2 1 5
0.004261453 1 1 6
0.004268823 2 1 5
0.004273164 3 1 4
0.004274873 2 1 5
0.004281446 1 1 6
0.004286751 2 1 5
0.004288568 3 1 4
0.004289359 4 1 3
0.004300722 5 1 2
0.004304357 6 1 1
0.004304028 7 1 0
0.009024367 8 0 0
0.009073422 8 1 -1
0.009116825 7 1 0
0.009199676 6 1 1
0.009206477 5 1 2
0.009237977 4 1 3
0.009256157 3 1 4
0.009260763 4 1 3
0.009262121 3 1 4
0.009269744 2 1 5
0.009283396 1 1 6
0.009328977 2 1 5
0.00932936 3 1 4
0.009330039 4 1 3
0.009333655 5 1 2
0.009335748 6 1 1
0.009374252 5 1 2
0.009378512 4 1 3
0.009381932 5 1 2
0.00938949 6 1 1
0.009402563 7 1 0
0.009409945 8 1 -1
0.014168771 9 0 -1
0.014220785 9 1 -2
0.014236867 8 1 -1
0.014283809 7 1 0
0.014335291 6 1 1
0.014369082 5 1 2
0.014371518 6 1 1
0.014388225 5 1 2
0.014396767 6 1 1
0.014401856 7 1 0
0.01439826 6 1 1
0.014428784 7 1 0
0.014432646 8 1 -1
0.01443872 7 1 0
0.014487486 8 1 -1
0.014490445 9 1 -2
0.019337043 10 0 -2
0.019386561 10 1 -3
0.019414581 9 1 -2
0.019465958 8 1 -1
0.019483512 7 1 0
0.019486674 8 1 -1
0.019525675 9 1 -2
0.019531987 8 1 -1
0.019535771 9 1 -2
0.019566833 10 1 -3
0.024489599 11 0 -3
0.024540853 11 1 -4
0.024555913 10 1 -3
0.024603005 9 1 -2
0.02461791 10 1 -3
0.024655039 11 1 -4
0.02964057 12 0 -4
0.029685638 12 1 -5
0.029716089 11 1 -4
0.029741237 12 1 -5
0.034789859 13 0 -5
0.035531803 14 0 -6
0.041228229 14 0 -6


# place(1)
0 8 0 0
0.041228229 8 0 0


# place(2)
0 8 0 0
0.041228229 8 0 0


# place(3)
0 8 0 0
0.041228229 8 0 0


