# TimeStamp(s) InactiveWorker YieldingWorker RunningWorker
# place(0)
0 8 0 0
0.00220103 7 0 1
0.00224007 7 1 0
0.002244379 6 1 1
0.002270414 5 1 2
0.002284613 4 1 3
0.002292492 3 1 4
0.002293397 2 1 5
0.002297404 1 1 6
0.002336357 2 1 5
0.002336964 3 1 4
0.002340333 2 1 5
0.002340233 3 1 4
0.002344448 2 1 5
0.00234502 1 1 6
0.002345234 2 1 5
0.002348507 1 1 6
0.002349127 2 1 5
0.002353582 1 1 6
0.002357318 2 1 5
0.002359645 1 1 6
0.002365101 2 1 5
0.002364965 3 1 4
0.002369457 2 1 5
0.002370102 1 1 6
0.002372225 2 1 5
0.002374074 3 1 4
0.002374784 4 1 3
0.002374444 5 1 2
0.002377531 6 1 1
0.002378058 5 1 2
0.002378431 6 1 1
0.002387036 7 1 0
0.007312143 8 0 0
0.007336611 8 1 -1
0.007351876 7 1 0
0.007387221 6 1 1
0.007395874 5 1 2
0.007397322 4 1 3
0.007416051 3 1 4
0.007427497 2 1 5
0.00743418 1 1 6
0.007444149 2 1 5
0.007448915 1 1 6
0.007450602 2 1 5
0.00745499 1 1 6
0.007457778 2 1 5
0.007458831 3 1 4
0.007459187 4 1 3
0.0074659 5 1 2
0.007466272 6 1 1
0.00746687 7 1 0
0.007468647 8 1 -1
0.012402328 9 0 -1
0.012415602 9 1 -2
0.012422507 8 1 -1
0.012457157 7 1 0
0.01246385 6 1 1
0.012467983 5 1 2
0.012471863 4 1 3
0.012479055 5 1 2
0.012479775 6 1 1
0.012481486 5 1 2
0.012480674 4 1 3
0.012489922 3 1 4
0.012491052 2 1 5
0.012495803 3 1 4
0.012498969 4 1 3
0.012504402 5 1 2
0.012504682 6 1 1
0.012505414 7 1 0
0.012506412 8 1 -1
0.012507715 9 1 -2
0.017480138 10 0 -2
0.017492256 10 1 -3
0.017511252 9 1 -2
0.017521225 8 1 -1
0.017549925 9 1 -2
0.017552414 8 1 -1
0.01755278 7 1 0
0.017557069 6 1 1
0.017557476 5 1 2
0.017561001 4 1 3
0.017563136 5 1 2
0.01756711 4 1 3
0.017567646 5 1 2
0.017569224 6 1 1
0.017569992 7 1 0
0.017570516 6 1 1
0.017573973 7 1 0
0.017579805 8 1 -1
0.017580805 9 1 -2
0.0175813 10 1 -3
0.022569878 11 0 -3
0.022592157 11 1 -4
0.022621402 10 1 -3
0.022656249 9 1 -2
0.022678232 10 1 -3
0.022682125 9 1 -2
0.022695235 10 1 -3
0.022699485 9 1 -2
0.022697865 8 1 -1
0.022703493 9 1 -2
0.022704762 10 1 -3
0.022706176 9 1 -2
0.022709292 10 1 -3
0.022712763 11 1 -4
0.027693492 12 0 -4
0.027723957 12 1 -5
0.027764202 11 1 -4
0.027794597 12 1 -5
0.027799248 11 1 -4
0.027809069 12 1 -5
0.032815011 13 0 -5
0.032850889 13 1 -6
0.032890178 12 1 -5
0.032902062 13 1 -6
0.037950407 14 0 -6
0.037991525 15 0 -7
0.042840541 15 0 -7


# place(1)
0 8 0 0
0.042840541 8 0 0


# place(2)
0 8 0 0
0.042840541 8 0 0


# place(3)
0 8 0 0
0.042840541 8 0 0


