# TimeStamp(s) InactiveWorker YieldingWorker RunningWorker
# place(0)
0 8 0 0
0.004353545 7 0 1
0.004403386 7 1 0
0.004416359 6 1 1
0.004449051 5 1 2
0.004477258 4 1 3
0.004479176 3 1 4
0.004488785 2 1 5
0.004491533 1 1 6
0.004504689 0 1 7
0.004543996 1 1 6
0.004545896 2 1 5
0.004555349 1 1 6
0.004555946 0 1 7
0.004572175 1 1 6
0.004573391 2 1 5
0.004578282 3 1 4
0.004583886 4 1 3
0.004589363 5 1 2
0.004597344 6 1 1
0.004598881 7 1 0
0.009493562 8 0 0
0.009524181 8 1 -1
0.009565464 7 1 0
0.009619979 6 1 1
0.009632706 5 1 2
0.009650228 4 1 3
0.009661775 3 1 4
0.009662771 4 1 3
0.009663295 5 1 2
0.009667705 4 1 3
0.009668091 3 1 4
0.009674788 4 1 3
0.009678463 3 1 4
0.009678469 2 1 5
0.009689182 1 1 6
0.00969311 2 1 5
0.009694299 3 1 4
0.009705804 2 1 5
0.009705692 1 1 6
0.009708665 2 1 5
0.009710824 3 1 4
0.009712343 4 1 3
0.009717168 3 1 4
0.009720936 4 1 3
0.009722013 5 1 2
0.009724032 6 1 1
0.009725015 5 1 2
0.009726731 6 1 1
0.009728408 7 1 0
0.009730312 8 1 -1
0.014618406 9 0 -1
0.0146489 9 1 -2
0.014693243 8 1 -1
0.01475888 7 1 0
0.014764153 8 1 -1
0.014774091 7 1 0
0.014780094 6 1 1
0.014789459 5 1 2
0.01479855 4 1 3
0.014803982 3 1 4
0.014803978 2 1 5
0.014832035 3 1 4
0.014833495 4 1 3
0.014833218 5 1 2
0.01483399 6 1 1
0.01483644 7 1 0
0.014848713 6 1 1
0.014854252 7 1 0
0.014856504 6 1 1
0.014856439 5 1 2
0.01486263 6 1 1
0.014869976 5 1 2
0.014874423 6 1 1
0.014876382 7 1 0
0.014876268 8 1 -1
0.014890089 9 1 -2
0.019743468 10 0 -2
0.01977447 10 1 -3
0.019790452 9 1 -2
0.019838221 10 1 -3
0.019840288 9 1 -2
0.019845633 8 1 -1
0.019851928 7 1 0
0.019860771 8 1 -1
0.019889625 9 1 -2
0.019902651 8 1 -1
0.019904626 7 1 0
0.019924577 6 1 1
0.019939649 7 1 0
0.019947648 8 1 -1
0.01995001 7 1 0
0.01995298 6 1 1
0.019955974 7 1 0
0.019980379 8 1 -1
0.019979362 9 1 -2
0.019981597 10 1 -3
0.024868362 11 0 -3
0.024901278 11 1 -4
0.024949726 10 1 -3
0.024999863 11 1 -4
0.025008746 10 1 -3
0.02502323 11 1 -4
0.025025756 10 1 -3
0.025033717 11 1 -4
0.025035962 10 1 -3
0.025071741 11 1 -4
0.029991735 12 0 -4
0.030022451 12 1 -5
0.030066061 11 1 -4
0.030102899 12 1 -5
0.030107256 11 1 -4
0.030133262 12 1 -5
0.035114251 13 0 -5
0.035144514 13 1 -6
0.035188151 12 1 -5
0.035201056 13 1 -6
0.040234833 14 0 -6
0.040265467 15 0 -7
0.044483059 15 0 -7


# place(1)
0 8 0 0
0.044483059 8 0 0


# place(2)
0 8 0 0
0.044483059 8 0 0


# place(3)
0 8 0 0
0.044483059 8 0 0


