# TimeStamp(s) InactiveWorker YieldingWorker RunningWorker
# place(0)
0 8 0 0
0.002242503 7 0 1
0.002271612 7 1 0
0.002284894 6 1 1
0.002323152 5 1 2
0.00234473 4 1 3
0.002354735 3 1 4
0.002358964 2 1 5
0.002365324 1 1 6
0.002367369 0 1 7
0.002386063 1 1 6
0.002391461 0 1 7
0.002397475 1 1 6
0.002397977 2 1 5
0.002401143 1 1 6
0.002405213 0 1 7
0.002405319 1 1 6
0.002404929 2 1 5
0.002408782 1 1 6
0.002411589 2 1 5
0.002411772 3 1 4
0.002411851 4 1 3
0.002412445 3 1 4
0.002412431 4 1 3
0.002412704 5 1 2
0.002413736 6 1 1
0.002414465 7 1 0
0.007346818 8 0 0
0.007367441 8 1 -1
0.007380435 7 1 0
0.007397026 6 1 1
0.007406404 5 1 2
0.007412004 4 1 3
0.007419425 3 1 4
0.007424052 2 1 5
0.007435513 3 1 4
0.007436337 4 1 3
0.007438189 3 1 4
0.007437956 4 1 3
0.007442036 3 1 4
0.007443393 2 1 5
0.007444501 3 1 4
0.0074455 4 1 3
0.007445642 5 1 2
0.007447658 4 1 3
0.007451148 5 1 2
0.007456441 4 1 3
0.007458706 5 1 2
0.00745979 4 1 3
0.007461547 3 1 4
0.007464736 4 1 3
0.007466933 3 1 4
0.007467312 2 1 5
0.007469438 3 1 4
0.007469541 4 1 3
0.00747177 3 1 4
0.007475319 4 1 3
0.007475875 5 1 2
0.007476649 6 1 1
0.007477026 7 1 0
0.007477144 8 1 -1
0.012442781 9 0 -1
0.012471878 9 1 -2
0.012500188 8 1 -1
0.01251337 7 1 0
0.012557238 8 1 -1
0.0125612 9 1 -2
0.012562453 8 1 -1
0.012562832 7 1 0
0.012567261 6 1 1
0.012567726 5 1 2
0.012569386 4 1 3
0.012574052 3 1 4
0.012578765 4 1 3
0.012582103 3 1 4
0.012587349 2 1 5
0.012595915 3 1 4
0.012596665 4 1 3
0.012598156 5 1 2
0.012598864 6 1 1
0.01259811 7 1 0
0.012606041 8 1 -1
0.012606399 9 1 -2
0.017545646 10 0 -2
0.017572978 10 1 -3
0.017635708 9 1 -2
0.017680926 10 1 -3
0.017688708 9 1 -2
0.017699291 10 1 -3
0.017704208 9 1 -2
0.017713058 8 1 -1
0.017715709 9 1 -2
0.017716497 8 1 -1
0.01771584 7 1 0
0.017719671 6 1 1
0.017741999 7 1 0
0.017741671 8 1 -1
0.017757421 7 1 0
0.01775816 6 1 1
0.017759525 7 1 0
0.017762584 8 1 -1
0.017763172 9 1 -2
0.017763584 10 1 -3
0.022670016 11 0 -3
0.022701219 11 1 -4
0.022746576 10 1 -3
0.022797178 9 1 -2
0.022806932 10 1 -3
0.02281248 11 1 -4
0.022813586 10 1 -3
0.022814969 9 1 -2
0.022816537 10 1 -3
0.022819936 11 1 -4
0.027800719 12 0 -4
0.027832116 12 1 -5
0.0278738 11 1 -4
0.027910154 12 1 -5
0.027914924 11 1 -4
0.027939915 12 1 -5
0.032933959 13 0 -5
0.032963311 13 1 -6
0.033010386 12 1 -5
0.033023142 13 1 -6
0.038063011 14 0 -6
0.038096942 15 0 -7
0.042075696 15 0 -7


# place(1)
0 8 0 0
0.042075696 8 0 0


# place(2)
0 8 0 0
0.042075696 8 0 0


# place(3)
0 8 0 0
0.042075696 8 0 0


