Starting process <1> on on <c0417.ofp>
Starting process <15> on on <c0433.ofp>
Starting process <13> on on <c0429.ofp>
Starting process <10> on on <c0426.ofp>
Starting process <0> on on <c0416.ofp>
Starting process <11> on on <c0427.ofp>
Starting process <14> on on <c0430.ofp>
Starting process <3> on on <c0419.ofp>
Starting process <2> on on <c0418.ofp>
Starting process <6> on on <c0422.ofp>
Starting process <8> on on <c0424.ofp>
Starting process <7> on on <c0423.ofp>
Starting process <9> on on <c0425.ofp>
Starting process <5> on on <c0421.ofp>
Starting process <4> on on <c0420.ofp>
Starting process <12> on on <c0428.ofp>
Round ; Elapsed Time (ms); h0local trees; h0 trees; h1 trees; h2 trees; h3 trees; h4 trees; h5 trees; h6 trees; h7 trees; h8 trees; h9 trees; h10 trees; h11 trees; h12 trees; h13 trees; h14 trees; h15 trees; h0local nodes; h0 nodes; h1 nodes; h2 nodes; h3 nodes; h4 nodes; h5 nodes; h6 nodes; h7 nodes; h8 nodes; h9 nodes; h10 nodes; h11 nodes; h12 nodes; h13 nodes; h14 nodes; h15 nodes; 
Round 0; 1614.860594; 10000; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6.271E7; 1.35523926E8; 1.40660361E8; 1.33930603E8; 1.35285744E8; 1.41450326E8; 1.32228308E8; 1.36941252E8; 1.38986928E8; 1.37362085E8; 1.35844388E8; 1.40585214E8; 1.32964138E8; 1.36573808E8; 1.33111726E8; 1.38913083E8; 1.36800747E8; 
Round 1; 1110.80148; 10000; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 820000.0; 1.3369408E8; 1.35091026E8; 1.3733625E8; 1.32876536E8; 1.36588945E8; 1.37381686E8; 1.33468106E8; 1.35878978E8; 1.32319925E8; 1.33401218E8; 1.33963416E8; 1.37490593E8; 1.36935766E8; 1.3918671E8; 1.35757085E8; 1.35873518E8; 
Round 2; 4606.912014; 10000; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6.8164E8; 1.34414723E8; 1.39509823E8; 1.32964204E8; 1.37497352E8; 1.34028584E8; 1.33850491E8; 1.37247172E8; 1.36844623E8; 1.36364331E8; 1.37423735E8; 1.33496441E8; 1.38291171E8; 1.39884324E8; 1.37843332E8; 1.3752253E8; 1.37129611E8; 
Round 3; 1045.733711; 10000; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 10000.0; 1.36652483E8; 1.35992903E8; 1.35442941E8; 1.35709558E8; 1.38714906E8; 1.32747458E8; 1.34518394E8; 1.38350634E8; 1.35739337E8; 1.39787007E8; 1.34193082E8; 1.35026433E8; 1.35788021E8; 1.41054862E8; 1.38263438E8; 1.36505865E8; 
Round 4; 1048.931766; 10000; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 10000.0; 1.3896824E8; 1.35268944E8; 1.39788124E8; 1.36758604E8; 1.3679431E8; 1.36565148E8; 1.37631724E8; 1.38417288E8; 1.36401121E8; 1.3788342E8; 1.39240967E8; 1.35192489E8; 1.33187414E8; 1.33893691E8; 1.33895801E8; 1.35868056E8; 
Round 5; 1061.872151; 10000; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 10000.0; 1.35507745E8; 1.31144092E8; 1.33858767E8; 1.36597693E8; 1.38117548E8; 1.36157531E8; 1.37670253E8; 1.32723471E8; 1.35037976E8; 1.35804738E8; 1.32856045E8; 1.4209895E8; 1.40465684E8; 1.41870951E8; 1.39614639E8; 1.36016789E8; 
Round 6; 1698.68457; 10000; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 1.6242E8; 1.33220503E8; 1.38241427E8; 1.3609767E8; 1.37477313E8; 1.39185254E8; 1.39983685E8; 1.33456357E8; 1.38589103E8; 1.33880244E8; 1.34980828E8; 1.35048676E8; 1.36283129E8; 1.38128884E8; 1.36875298E8; 1.37365742E8; 1.38208941E8; 
Round 7; 2151.464719; 10000; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 2.4397E8; 1.39166341E8; 1.34949497E8; 1.35689524E8; 1.38658295E8; 1.34581566E8; 1.37549427E8; 1.37612225E8; 1.36761939E8; 1.41767938E8; 1.3722577E8; 1.34977865E8; 1.35721717E8; 1.37372362E8; 1.37500848E8; 1.40403426E8; 1.38701578E8; 
Round 8; 8201.181872; 10000; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 1.34252E9; 1.37082023E8; 1.35258365E8; 1.40457231E8; 1.36866313E8; 1.38321882E8; 1.37774759E8; 1.39861224E8; 1.37291114E8; 1.36906027E8; 1.3502689E8; 1.36333814E8; 1.35881023E8; 1.39071787E8; 1.37514586E8; 1.34664708E8; 1.37687895E8; 
Round 9; 1237.912896; 10000; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 6250; 7.902E7; 1.39141064E8; 1.38279208E8; 1.36648483E8; 1.32754797E8; 1.36965825E8; 1.39089702E8; 1.39154908E8; 1.35370434E8; 1.38510942E8; 1.3803033E8; 1.3337179E8; 1.3859235E8; 1.40249577E8; 1.36376014E8; 1.39434379E8; 1.33873081E8; 
