# TimeStamp(s) InactiveWorker YieldingWorker RunningWorker
# place(0)
0 8 0 0
0.006154286 7 0 1
0.006333748 6 0 2
0.006323828 6 1 1
0.006400125 5 1 2
0.006448555 4 1 3
0.006467456 3 1 4
0.006496316 2 1 5
0.006526912 1 1 6
0.00652582 0 1 7
0.007150697 1 1 6
0.00715559 2 1 5
0.007197339 1 1 6
0.007224486 2 1 5
0.007235906 1 1 6
0.007259178 0 1 7
0.007325967 1 1 6
0.007331135 2 1 5
0.007334589 3 1 4
0.007368687 2 1 5
0.00737619 3 1 4
0.007376194 4 1 3
0.007389801 3 1 4
0.007400503 4 1 3
0.007414762 3 1 4
0.00745597 4 1 3
0.007470781 5 1 2
0.007474219 6 1 1
0.007477209 7 1 0
0.011435738 8 0 0
0.011536994 8 1 -1
0.0115485 7 1 0
0.011607679 6 1 1
0.011647563 5 1 2
0.011673434 4 1 3
0.011680379 3 1 4
0.011750417 2 1 5
0.01187137 3 1 4
0.011880247 4 1 3
0.011884976 3 1 4
0.011909044 2 1 5
0.011953628 3 1 4
0.011966799 2 1 5
0.012022165 3 1 4
0.012027639 4 1 3
0.012034036 3 1 4
0.01205095 2 1 5
0.012070922 3 1 4
0.012075027 4 1 3
0.012074205 5 1 2
0.012083402 4 1 3
0.012083203 5 1 2
0.012112426 4 1 3
0.012121096 3 1 4
0.012135584 4 1 3
0.012152211 3 1 4
0.012154583 4 1 3
0.012153751 5 1 2
0.012165885 4 1 3
0.012173971 5 1 2
0.012139054 6 1 1
0.01218276 7 1 0
0.012245597 8 1 -1
0.016615895 9 0 -1
0.016722005 9 1 -2
0.016749895 8 1 -1
0.016884473 7 1 0
0.016935812 6 1 1
0.016968643 5 1 2
0.017002999 4 1 3
0.017052145 5 1 2
0.017063519 4 1 3
0.017097641 3 1 4
0.017133016 4 1 3
0.017134514 5 1 2
0.017159969 4 1 3
0.017187037 5 1 2
0.017186002 6 1 1
0.017189371 7 1 0
0.017197081 6 1 1
0.017215898 5 1 2
0.017246574 4 1 3
0.017269492 5 1 2
0.017271535 6 1 1
0.017272503 7 1 0
0.01727942 6 1 1
0.017280403 7 1 0
0.017302097 8 1 -1
0.016961524 7 1 0
0.017464622 6 1 1
0.017464499 5 1 2
0.017468187 4 1 3
0.017497033 5 1 2
0.017520915 4 1 3
0.017527696 5 1 2
0.017536736 6 1 1
0.017542963 5 1 2
0.017559384 6 1 1
0.017564714 7 1 0
0.017568119 6 1 1
0.017575724 5 1 2
0.017582807 6 1 1
0.017587624 7 1 0
0.017586157 8 1 -1
0.017600422 9 1 -2
0.017672983 8 1 -1
0.01772724 7 1 0
0.017753169 6 1 1
0.017768023 5 1 2
0.017779351 6 1 1
0.017828764 5 1 2
0.017833638 6 1 1
0.017842234 7 1 0
0.017846668 8 1 -1
0.017849003 7 1 0
0.017854456 6 1 1
0.017876358 7 1 0
0.017877605 8 1 -1
0.017944185 9 1 -2
0.021814777 10 0 -2
0.021906038 10 1 -3
0.021922474 9 1 -2
0.022096012 8 1 -1
0.022130856 7 1 0
0.022242311 8 1 -1
0.02224843 7 1 0
0.022245799 8 1 -1
0.022258357 7 1 0
0.022251436 6 1 1
0.022268863 5 1 2
