# TimeStamp(s) InactiveWorker YieldingWorker RunningWorker
# place(0)
0 8 0 0
0.010491126 7 0 1
0.010661533 7 1 0
0.010686707 6 1 1
0.010798714 5 1 2
0.010875064 4 1 3
0.010933918 3 1 4
0.010900613 2 1 5
0.011340014 3 1 4
0.011344411 4 1 3
0.01137345 3 1 4
0.011376715 2 1 5
0.011388471 1 1 6
0.011394865 0 1 7
0.011463241 1 1 6
0.011470739 2 1 5
0.011484139 1 1 6
0.01151682 2 1 5
0.011523019 1 1 6
0.011525903 2 1 5
0.011546711 1 1 6
0.011558886 2 1 5
0.011561836 3 1 4
0.011561514 4 1 3
0.011568846 3 1 4
0.011583098 2 1 5
0.011597458 3 1 4
0.011600802 2 1 5
0.011603549 1 1 6
0.011609529 2 1 5
0.011610382 3 1 4
0.011628327 2 1 5
0.011631877 3 1 4
0.011637532 2 1 5
0.011638516 1 1 6
0.01165092 2 1 5
0.011653359 3 1 4
0.011657823 2 1 5
0.011659146 3 1 4
0.011658622 4 1 3
0.011662146 5 1 2
0.011663507 6 1 1
0.011665337 7 1 0
0.015753405 8 0 0
0.015810431 8 1 -1
0.015835667 7 1 0
0.015879805 6 1 1
0.015926749 5 1 2
0.015937893 4 1 3
0.015943339 3 1 4
0.015952072 2 1 5
0.015975535 1 1 6
0.01603988 2 1 5
0.0160764 1 1 6
0.016082523 2 1 5
0.016082526 3 1 4
0.016133186 2 1 5
0.016144002 3 1 4
0.016219379 4 1 3
0.016243701 3 1 4
0.016228546 2 1 5
0.01626857 3 1 4
0.016276127 2 1 5
0.016280944 3 1 4
0.016307381 2 1 5
0.016310992 3 1 4
0.016317551 2 1 5
0.016353849 3 1 4
0.016357684 4 1 3
0.016359513 5 1 2
0.016360165 4 1 3
0.016362412 5 1 2
0.01639417 4 1 3
0.016397179 5 1 2
0.016399914 4 1 3
0.016411579 5 1 2
0.01642419 6 1 1
0.016428823 7 1 0
0.016459887 6 1 1
0.016476316 5 1 2
0.01652329 4 1 3
0.01653586 5 1 2
0.016551637 4 1 3
0.016564397 5 1 2
0.016568847 6 1 1
0.016571096 5 1 2
0.01659685 4 1 3
0.016610157 3 1 4
0.016615326 4 1 3
0.016623492 5 1 2
0.016646688 6 1 1
0.016647723 7 1 0
0.016650512 8 1 -1
0.016531843 7 1 0
0.01652915 6 1 1
0.016698682 5 1 2
0.016728674 4 1 3
0.016730728 5 1 2
0.016735633 4 1 3
0.016736355 3 1 4
0.016736125 2 1 5
0.016773104 3 1 4
0.016772504 4 1 3
0.01677797 3 1 4
0.016779428 4 1 3
0.016779991 5 1 2
0.016780293 6 1 1
0.016802056 7 1 0
0.016806315 6 1 1
0.016830055 7 1 0
0.016831536 6 1 1
0.01683399 5 1 2
0.016837453 6 1 1
0.016842696 7 1 0
0.016849585 8 1 -1
0.020903066 9 0 -1
0.020977639 9 1 -2
0.020986533 8 1 -1
0.021061235 7 1 0
0.021096705 6 1 1
0.021109601 5 1 2
0.021112496 4 1 3
0.021132347 3 1 4
0.021179319 4 1 3
0.021185655 3 1 4
0.021215259 4 1 3
0.021222247 3 1 4
0.021246893 4 1 3
0.021251854 5 1 2
0.021252164 6 1 1
0.02125417 5 1 2
0.021266638 6 1 1
0.021271731 7 1 0
0.021272844 6 1 1
0.02127566 5 1 2
0.021281197 6 1 1
0.021284827 7 1 0
0.021286545 8 1 -1
0.021312738 9 1 -2
0.021313407 8 1 -1
0.021322461 9 1 -2
0.026059702 10 0 -2
0.026099804 10 1 -3
0.02610448 9 1 -2
0.026143001 8 1 -1
0.026157647 7 1 0
0.026178346 6 1 1
0.026194268 5 1 2
0.026195315 4 1 3
0.02620092 3 1 4
0.026225384 4 1 3
0.026230693 5 1 2
0.026257576 6 1 1
0.026260063 5 1 2
0.026264503 4 1 3
0.026285775 5 1 2
0.026285772 4 1 3
0.026287614 5 1 2
0.026287286 6 1 1
0.026290839 7 1 0
0.026303287 8 1 -1
0.026336453 9 1 -2
0.026339821 10 1 -3
0.031169366 11 0 -3
0.031234762 11 1 -4
0.031263881 10 1 -3
0.031359415 9 1 -2
0.031370986 8 1 -1
0.031417038 7 1 0
0.031428221 6 1 1
0.031431034 5 1 2
0.031434992 6 1 1
0.031434391 5 1 2
0.03144028 6 1 1
0.031457757 5 1 2
0.031467896 4 1 3
0.031468855 5 1 2
0.031470467 6 1 1
0.031474555 7 1 0
0.031478482 8 1 -1
0.031494981 9 1 -2
0.031498729 10 1 -3
0.031498727 9 1 -2
0.031500185 8 1 -1
0.031517923 9 1 -2
0.031522049 10 1 -3
0.031524285 11 1 -4
0.036318166 12 0 -4
0.036349759 12 1 -5
0.036357775 11 1 -4
0.036398484 10 1 -3
0.03641797 9 1 -2
0.036431978 8 1 -1
0.036440514 7 1 0
0.036465343 8 1 -1
0.036470727 7 1 0
0.036483825 8 1 -1
0.036481554 7 1 0
0.036489039 6 1 1
0.036489641 7 1 0
0.036496029 8 1 -1
0.036503871 9 1 -2
0.036509513 10 1 -3
0.036526432 11 1 -4
0.036527065 12 1 -5
0.04142119 13 0 -5
0.041484568 13 1 -6
0.04150251 12 1 -5
0.041596779 11 1 -4
0.041610899 12 1 -5
0.041617694 11 1 -4
0.04162096 10 1 -3
0.041625198 11 1 -4
0.041647334 10 1 -3
0.041661653 11 1 -4
0.041670379 10 1 -3
0.04166774 9 1 -2
0.041678403 10 1 -3
0.041678602 11 1 -4
0.041692364 10 1 -3
0.041697974 11 1 -4
0.041699909 12 1 -5
0.041705444 13 1 -6
0.046558696 14 0 -6
0.046687196 14 1 -7
0.046711454 13 1 -6
0.046750755 12 1 -5
0.0467614 13 1 -6
0.046785303 14 1 -7
0.046788492 13 1 -6
0.046794415 14 1 -7
0.051768903 15 0 -7
0.051795469 15 1 -8
0.051804459 14 1 -7
0.051829874 15 1 -8
0.056892419 16 0 -8
0.057382595 17 0 -9
0.057840564 17 0 -9


# place(1)
0 8 0 0
0.057840564 8 0 0


# place(2)
0 8 0 0
0.057840564 8 0 0


# place(3)
0 8 0 0
0.057840564 8 0 0


