# TimeStamp(s) InactiveWorker YieldingWorker RunningWorker
# place(0)
0 8 0 0
0.003577311 7 0 1
0.00362472 7 1 0
0.003628801 6 1 1
0.003702136 5 1 2
0.003710034 4 1 3
0.003731156 3 1 4
0.003731149 2 1 5
0.003759258 1 1 6
0.003759263 0 1 7
0.003853989 1 1 6
0.003862637 0 1 7
0.003914282 1 1 6
0.003923178 0 1 7
0.003958883 1 1 6
0.003960181 2 1 5
0.003963274 3 1 4
0.003969844 2 1 5
0.003970278 1 1 6
0.003971819 0 1 7
0.003986466 1 1 6
0.003989462 2 1 5
0.003989146 3 1 4
0.003989629 4 1 3
0.00399074 5 1 2
0.003991155 6 1 1
0.003990959 7 1 0
0.008718452 8 0 0
0.008747686 8 1 -1
0.008785835 7 1 0
0.008831075 6 1 1
0.008851712 5 1 2
0.008856243 4 1 3
0.008856702 3 1 4
0.008886956 2 1 5
0.008897417 1 1 6
0.008944219 2 1 5
0.008955482 1 1 6
0.008977278 2 1 5
0.008984252 1 1 6
0.008997727 2 1 5
0.009000373 3 1 4
0.009001989 4 1 3
0.00901107 3 1 4
0.009011865 2 1 5
0.009017882 3 1 4
0.009022766 2 1 5
0.009021813 3 1 4
0.009021504 4 1 3
0.009028082 5 1 2
0.009030123 6 1 1
0.009032656 7 1 0
0.00903218 8 1 -1
0.013845634 9 0 -1
0.013878945 9 1 -2
0.013901404 8 1 -1
0.013928151 7 1 0
0.013941198 6 1 1
0.01396642 5 1 2
0.013981512 4 1 3
0.013981234 3 1 4
0.013983409 2 1 5
0.014004748 3 1 4
0.014016944 2 1 5
0.014034325 3 1 4
0.014035054 4 1 3
0.014035637 5 1 2
0.014037913 6 1 1
0.01404325 5 1 2
0.014048184 4 1 3
0.014048848 3 1 4
0.014049625 4 1 3
0.014051664 5 1 2
0.01405672 4 1 3
0.014055208 5 1 2
0.014057173 6 1 1
0.014059964 7 1 0
0.014059665 8 1 -1
0.014060905 9 1 -2
0.018981141 10 0 -2
0.019012324 10 1 -3
0.019052894 9 1 -2
0.019143904 10 1 -3
0.019156705 9 1 -2
0.019162502 8 1 -1
0.019162497 7 1 0
0.019180908 6 1 1
0.019204156 5 1 2
0.019208418 4 1 3
0.019212471 5 1 2
0.019220887 4 1 3
0.019227005 3 1 4
0.019237663 4 1 3
0.019237166 5 1 2
0.019238394 6 1 1
0.019252033 5 1 2
0.019253922 6 1 1
0.019257493 5 1 2
0.019258675 4 1 3
0.019259828 5 1 2
0.019266219 4 1 3
0.019265331 5 1 2
0.019265814 6 1 1
0.019267794 7 1 0
0.019270976 8 1 -1
0.019272318 7 1 0
0.019276764 6 1 1
0.019276479 7 1 0
0.019277805 8 1 -1
0.019282756 7 1 0
0.019288301 8 1 -1
0.019288021 9 1 -2
0.019307256 10 1 -3
0.024098127 11 0 -3
0.024152442 11 1 -4
0.024169053 10 1 -3
0.024229338 9 1 -2
0.02428559 8 1 -1
0.024285584 7 1 0
0.024290953 6 1 1
0.024291161 7 1 0
0.024303069 6 1 1
0.024305315 7 1 0
0.024311519 8 1 -1
0.024315443 7 1 0
0.024316787 6 1 1
0.024326347 5 1 2
0.024326357 4 1 3
0.024335679 5 1 2
0.024336687 6 1 1
0.024342505 7 1 0
0.024349238 6 1 1
0.024354114 5 1 2
0.024356566 4 1 3
0.024356379 5 1 2
0.02435589 6 1 1
0.024361365 7 1 0
0.024361377 8 1 -1
0.024363603 9 1 -2
0.024360919 10 1 -3
0.024364891 11 1 -4
0.029237487 12 0 -4
0.02927011 12 1 -5
0.029306288 11 1 -4
0.029363095 10 1 -3
0.029380138 9 1 -2
0.029377392 10 1 -3
0.0293834 9 1 -2
0.029396465 8 1 -1
0.029402045 7 1 0
0.02941423 8 1 -1
0.029413198 9 1 -2
0.029421653 8 1 -1
0.029422362 7 1 0
0.029427046 8 1 -1
0.029427672 9 1 -2
0.029430124 8 1 -1
0.029436872 9 1 -2
0.029436801 10 1 -3
0.029439218 9 1 -2
0.029441756 10 1 -3
0.029449349 9 1 -2
0.029455213 10 1 -3
0.029464707 11 1 -4
0.029464375 12 1 -5
0.034359518 13 0 -5
0.034390456 13 1 -6
0.034407538 12 1 -5
0.034438544 11 1 -4
0.034461809 12 1 -5
0.034470318 11 1 -4
0.034474803 10 1 -3
0.034478876 9 1 -2
0.034484876 10 1 -3
0.034497459 11 1 -4
0.034497501 12 1 -5
0.034507272 11 1 -4
0.034507484 12 1 -5
0.034525559 13 1 -6
0.03946373 14 0 -6
0.039479727 14 1 -7
0.039500633 13 1 -6
0.039518039 12 1 -5
0.039519767 13 1 -6
0.039535865 14 1 -7
0.039539413 13 1 -6
0.039541464 14 1 -7
0.044587302 15 0 -7
0.044639727 15 1 -8
0.044650882 14 1 -7
0.044670096 15 1 -8
0.04973703 16 0 -8
0.050157583 17 0 -9
0.050542136 17 0 -9


# place(1)
0 8 0 0
0.050542136 8 0 0


# place(2)
0 8 0 0
0.050542136 8 0 0


# place(3)
0 8 0 0
0.050542136 8 0 0


