Starting process <0> on on <c0072.ofp>
Init; 37626.495557 ms
Iter 0; 837.440281 ms
Iter 1; 219.610149 ms
Iter 2; 207.309653 ms
Iter 3; 228.336938 ms
Iter 4; 178.473377 ms
Iter 5; 187.67944 ms
Iter 6; 207.23197 ms
Iter 7; 261.932111 ms
Iter 8; 168.705908 ms
Iter 9; 180.334499 ms
Iter 10; 170.937152 ms
Iter 11; 180.543248 ms
Iter 12; 177.618196 ms
Iter 13; 194.025154 ms
Iter 14; 185.587086 ms
Iter 15; 434.699094 ms
Iter 16; 183.369478 ms
Iter 17; 178.993313 ms
Iter 18; 172.665825 ms
Iter 19; 180.837857 ms
Iter 20; 187.31577 ms
Iter 21; 194.175353 ms
Iter 22; 185.668286 ms
Iter 23; 195.38023 ms
Iter 24; 198.293023 ms
Iter 25; 196.203468 ms
Iter 26; 202.021613 ms
Iter 27; 210.585272 ms
Iter 28; 753.546123 ms
Iter 29; 204.184848 ms
