Starting process <0> on on <c0071.ofp>
Init; 37509.934246 ms
Iter 0; 922.067653 ms
Iter 1; 197.947134 ms
Iter 2; 171.681411 ms
Iter 3; 204.415707 ms
Iter 4; 152.56453 ms
Iter 5; 166.4843 ms
Iter 6; 222.696052 ms
Iter 7; 249.788191 ms
Iter 8; 171.423444 ms
Iter 9; 176.175446 ms
Iter 10; 165.55622 ms
Iter 11; 161.249217 ms
Iter 12; 159.722421 ms
Iter 13; 177.231567 ms
Iter 14; 160.61251 ms
Iter 15; 348.49501 ms
Iter 16; 160.661049 ms
Iter 17; 165.537812 ms
Iter 18; 171.541583 ms
Iter 19; 175.495326 ms
Iter 20; 176.080876 ms
Iter 21; 178.472412 ms
Iter 22; 175.180592 ms
Iter 23; 195.890709 ms
Iter 24; 182.247584 ms
Iter 25; 189.877094 ms
Iter 26; 191.826147 ms
Iter 27; 196.147104 ms
Iter 28; 201.409056 ms
Iter 29; 731.322185 ms
