# TimeStamp(s) InactiveWorker YieldingWorker RunningWorker
# place(0)
0 8 0 0
0.004146414 7 0 1
0.00418535 7 1 0
0.00418866 6 1 1
0.004226691 5 1 2
0.004255247 4 1 3
0.00428419 3 1 4
0.00429507 2 1 5
0.004302319 1 1 6
0.004398343 2 1 5
0.004398451 3 1 4
0.004397819 4 1 3
0.004408008 3 1 4
0.004417673 2 1 5
0.004424376 1 1 6
0.00444848 2 1 5
0.004452645 3 1 4
0.004452672 4 1 3
0.004455862 3 1 4
0.004462478 2 1 5
0.004467226 1 1 6
0.004471604 2 1 5
0.004470226 3 1 4
0.004478816 2 1 5
0.004479477 3 1 4
0.004480557 2 1 5
0.004486396 1 1 6
0.004486631 2 1 5
0.004491921 1 1 6
0.004494108 2 1 5
0.004499481 3 1 4
0.004502453 4 1 3
0.004501872 5 1 2
0.004514291 6 1 1
0.004516521 7 1 0
0.009287362 8 0 0
0.00931772 8 1 -1
0.009347138 7 1 0
0.009402171 6 1 1
0.00940677 5 1 2
0.009417457 4 1 3
0.009433021 3 1 4
0.009437987 2 1 5
0.00945114 1 1 6
0.00949724 2 1 5
0.009523045 3 1 4
0.009525884 4 1 3
0.00953276 3 1 4
0.009541 2 1 5
0.009543846 3 1 4
0.009547244 4 1 3
0.009552912 3 1 4
0.009565519 2 1 5
0.009576049 3 1 4
0.00957782 2 1 5
0.009580336 3 1 4
0.009581584 2 1 5
0.009583371 3 1 4
0.009578477 4 1 3
0.009584754 5 1 2
0.009585957 6 1 1
0.009589613 7 1 0
0.009610446 8 1 -1
0.014441753 9 0 -1
0.014453792 9 1 -2
0.014462603 8 1 -1
0.014487477 7 1 0
0.014516803 6 1 1
0.014535503 5 1 2
0.014545887 4 1 3
0.01454589 3 1 4
0.014551409 4 1 3
0.014560616 3 1 4
0.014568549 4 1 3
0.014571482 5 1 2
0.014572543 6 1 1
0.014572999 7 1 0
0.014572135 6 1 1
0.014572572 7 1 0
0.014578071 6 1 1
0.014583579 7 1 0
0.014584069 6 1 1
0.014586052 7 1 0
0.014589329 6 1 1
0.014598935 5 1 2
0.014605824 6 1 1
0.014607967 5 1 2
0.014609829 4 1 3
0.014614432 5 1 2
0.014615284 6 1 1
0.014616083 7 1 0
0.014617551 6 1 1
0.014621627 7 1 0
0.014623654 6 1 1
0.014629111 7 1 0
0.014629975 8 1 -1
0.01463037 7 1 0
0.014635096 8 1 -1
0.014645745 9 1 -2
0.019546966 10 0 -2
0.019571976 10 1 -3
0.019582185 9 1 -2
0.019609125 8 1 -1
0.019632631 7 1 0
0.01965957 6 1 1
0.019663946 5 1 2
0.019663948 4 1 3
0.019671383 5 1 2
0.019672285 6 1 1
0.019675834 5 1 2
0.019675546 6 1 1
0.019679747 5 1 2
0.019682583 6 1 1
0.019683882 7 1 0
0.019686555 6 1 1
0.019688114 5 1 2
0.019691914 6 1 1
0.01969521 5 1 2
0.019700275 6 1 1
0.019699629 7 1 0
0.019701416 8 1 -1
0.019702283 7 1 0
0.019703577 6 1 1
0.019707541 7 1 0
0.019707553 8 1 -1
0.019709009 9 1 -2
0.019710104 10 1 -3
0.024658107 11 0 -3
0.024683766 11 1 -4
0.02470543 10 1 -3
0.024724418 9 1 -2
0.024741812 8 1 -1
0.024766759 7 1 0
0.02477081 6 1 1
0.024775488 5 1 2
0.024780416 6 1 1
0.024780596 7 1 0
0.02478136 8 1 -1
0.024784017 7 1 0
0.02478876 8 1 -1
0.024788268 9 1 -2
0.024790589 8 1 -1
0.024796533 9 1 -2
0.024797514 10 1 -3
0.024798612 11 1 -4
0.029774446 12 0 -4
0.02980297 12 1 -5
0.029834286 11 1 -4
0.029870479 10 1 -3
0.029886029 9 1 -2
0.029887633 10 1 -3
0.02990001 11 1 -4
0.029901101 10 1 -3
0.029911348 11 1 -4
0.029912454 12 1 -5
0.034890533 13 0 -5
0.034914212 13 1 -6
0.03493333 12 1 -5
0.034950598 11 1 -4
0.034967785 12 1 -5
0.034968009 13 1 -6
0.040000325 14 0 -6
0.040025638 14 1 -7
0.040041653 13 1 -6
0.040052547 14 1 -7
0.045105807 15 0 -7
0.045682578 16 0 -8
0.052199105 16 0 -8


# place(1)
0 8 0 0
0.052199105 8 0 0


# place(2)
0 8 0 0
0.052199105 8 0 0


# place(3)
0 8 0 0
0.052199105 8 0 0


