# TimeStamp(s) InactiveWorker YieldingWorker RunningWorker
# place(0)
0 8 0 0
0.003817882 7 0 1
0.003896145 7 1 0
0.003938892 6 1 1
0.004016916 5 1 2
0.004031054 4 1 3
0.00405074 3 1 4
0.004059697 2 1 5
0.00406999 1 1 6
0.004071746 0 1 7
0.004134475 1 1 6
0.004135468 2 1 5
0.004141052 1 1 6
0.004143219 0 1 7
0.004175755 1 1 6
0.004202618 2 1 5
0.004206058 1 1 6
0.004225451 2 1 5
0.004226971 3 1 4
0.004227848 2 1 5
0.004236084 1 1 6
0.004242254 2 1 5
0.004241836 3 1 4
0.004244153 4 1 3
0.004246113 5 1 2
0.004245716 6 1 1
0.004246242 5 1 2
0.004246516 6 1 1
0.00426159 7 1 0
0.008994821 8 0 0
0.009028105 8 1 -1
0.009059145 7 1 0
0.009082112 6 1 1
0.00912578 5 1 2
0.009141371 4 1 3
0.009163151 3 1 4
0.00918473 2 1 5
0.009184725 1 1 6
0.009218724 2 1 5
0.009221384 3 1 4
0.009229966 2 1 5
0.009241029 3 1 4
0.009243137 2 1 5
0.009243484 3 1 4
0.0092501 2 1 5
0.009250805 3 1 4
0.009251604 4 1 3
0.009252194 5 1 2
0.009253107 6 1 1
0.009253614 5 1 2
0.009263967 6 1 1
0.009265881 7 1 0
0.009268279 8 1 -1
0.014120341 9 0 -1
0.014151837 9 1 -2
0.014193341 8 1 -1
0.014240529 7 1 0
0.014252009 6 1 1
0.014273778 5 1 2
0.014275579 4 1 3
0.014296275 5 1 2
0.014304605 4 1 3
0.01430547 3 1 4
0.014305474 2 1 5
0.014316462 3 1 4
0.014318214 4 1 3
0.014325523 5 1 2
0.014323098 4 1 3
0.014327644 3 1 4
0.01432769 4 1 3
0.014327489 5 1 2
0.014340381 6 1 1
0.014341254 7 1 0
0.014344624 8 1 -1
0.014344881 7 1 0
0.014346418 8 1 -1
0.014352233 9 1 -2
0.019246706 10 0 -2
0.019278424 10 1 -3
0.019325763 9 1 -2
0.019424097 8 1 -1
0.019433816 7 1 0
0.019440839 6 1 1
0.019443018 5 1 2
0.0194531 4 1 3
0.019479144 5 1 2
0.019482876 4 1 3
0.019483501 5 1 2
0.019489259 4 1 3
0.01949073 5 1 2
0.019491646 6 1 1
0.019493439 7 1 0
0.019493463 6 1 1
0.019500538 7 1 0
0.019500738 8 1 -1
0.019506756 9 1 -2
0.019507267 10 1 -3
0.024377481 11 0 -3
0.024411322 11 1 -4
0.024434817 10 1 -3
0.02446141 9 1 -2
0.024499464 10 1 -3
0.024502475 9 1 -2
0.024507982 8 1 -1
0.02451215 7 1 0
0.024518584 8 1 -1
0.024521307 7 1 0
0.024521541 6 1 1
0.024521468 7 1 0
0.024524812 8 1 -1
0.024525346 9 1 -2
0.02454221 10 1 -3
0.024544772 9 1 -2
0.024552888 10 1 -3
0.024557077 9 1 -2
0.024561894 10 1 -3
0.024573881 11 1 -4
0.029509262 12 0 -4
0.029540606 12 1 -5
0.029582472 11 1 -4
0.029648889 12 1 -5
0.029654371 11 1 -4
0.029654482 10 1 -3
0.029664415 11 1 -4
0.029704084 10 1 -3
0.029714036 11 1 -4
0.029730474 12 1 -5
0.034643306 13 0 -5
0.034675438 13 1 -6
0.034717967 12 1 -5
0.034767983 13 1 -6
0.034771644 12 1 -5
0.034799389 13 1 -6
0.039764938 14 0 -6
0.039798651 14 1 -7
0.039841677 13 1 -6
0.039868794 14 1 -7
0.044882977 15 0 -7
0.045427936 16 0 -8
0.045814529 16 0 -8


# place(1)
0 8 0 0
0.045814529 8 0 0


# place(2)
0 8 0 0
0.045814529 8 0 0


# place(3)
0 8 0 0
0.045814529 8 0 0


