# TimeStamp(s) InactiveWorker YieldingWorker RunningWorker
# place(0)
0 8 0 0
0.002965788 7 0 1
0.003006847 7 1 0
0.003017584 6 1 1
0.003061777 5 1 2
0.003071299 4 1 3
0.003075201 3 1 4
0.003089637 2 1 5
0.003107378 1 1 6
0.0031168 0 1 7
0.003150867 1 1 6
0.003155701 2 1 5
0.003164025 1 1 6
0.003171768 0 1 7
0.003183142 1 1 6
0.003199044 0 1 7
0.003209441 1 1 6
0.00321424 2 1 5
0.003220078 3 1 4
0.003221875 2 1 5
0.003221138 3 1 4
0.003223285 4 1 3
0.003223363 5 1 2
0.003232625 6 1 1
0.003239964 5 1 2
0.003240698 6 1 1
0.003250281 7 1 0
0.008086539 8 0 0
0.008110653 8 1 -1
0.008140136 7 1 0
0.00820084 6 1 1
0.008229171 5 1 2
0.008234326 4 1 3
0.008247847 3 1 4
0.008262912 4 1 3
0.008276667 3 1 4
0.008279967 2 1 5
0.008279975 1 1 6
0.008282275 2 1 5
0.008283884 3 1 4
0.0082887 2 1 5
0.008300555 1 1 6
0.008304429 2 1 5
0.008308947 3 1 4
0.008316266 2 1 5
0.008328808 3 1 4
0.00833053 4 1 3
0.008330993 5 1 2
0.008331559 6 1 1
0.008333226 7 1 0
0.008376015 8 1 -1
0.008382603 7 1 0
0.008389314 8 1 -1
0.013185719 9 0 -1
0.0132074 9 1 -2
0.013250643 8 1 -1
0.013311512 7 1 0
0.013343632 6 1 1
0.013345471 5 1 2
0.013351157 4 1 3
0.013353723 5 1 2
0.013361002 4 1 3
0.013371667 3 1 4
0.01337166 2 1 5
0.013381265 3 1 4
0.01339541 2 1 5
0.013396099 3 1 4
0.013398994 4 1 3
0.013402299 5 1 2
0.013404584 6 1 1
0.01340401 7 1 0
0.013410761 6 1 1
0.013416346 7 1 0
0.013419261 6 1 1
0.013426244 5 1 2
0.013426568 6 1 1
0.013427219 7 1 0
0.013434834 8 1 -1
0.013440337 9 1 -2
0.018291701 10 0 -2
0.018325965 10 1 -3
0.018373661 9 1 -2
0.018428339 8 1 -1
0.018467565 9 1 -2
0.018478491 8 1 -1
0.018483312 7 1 0
0.018486544 8 1 -1
0.018490722 7 1 0
0.018493037 6 1 1
0.018493445 5 1 2
0.018503752 4 1 3
0.018503744 3 1 4
0.018511593 4 1 3
0.018515913 5 1 2
0.018516574 6 1 1
0.018524242 7 1 0
0.018537909 6 1 1
0.018540615 5 1 2
0.018543063 6 1 1
0.018549834 5 1 2
0.018553307 6 1 1
0.018567448 7 1 0
0.018568655 8 1 -1
0.018571362 9 1 -2
0.018571399 10 1 -3
0.023396338 11 0 -3
0.023412392 11 1 -4
0.023433455 10 1 -3
0.02345099 9 1 -2
0.023468376 10 1 -3
0.023471355 9 1 -2
0.023477487 8 1 -1
0.023483161 7 1 0
0.023494473 6 1 1
0.023497787 7 1 0
0.023498486 8 1 -1
0.023499608 9 1 -2
0.023500712 8 1 -1
0.023506757 9 1 -2
0.023506786 10 1 -3
0.023519481 11 1 -4
0.028506657 12 0 -4
0.028523245 12 1 -5
0.028542778 11 1 -4
0.028556255 10 1 -3
0.02857875 11 1 -4
0.028579932 10 1 -3
0.028581395 9 1 -2
0.028596024 10 1 -3
0.028598519 9 1 -2
0.028601012 10 1 -3
0.028605348 11 1 -4
0.02860558 12 1 -5
0.033621226 13 0 -5
0.03367672 13 1 -6
0.033727278 12 1 -5
0.033776132 13 1 -6
0.033779943 12 1 -5
0.033796935 13 1 -6
0.038772654 14 0 -6
0.038797416 14 1 -7
0.038846144 13 1 -6
0.038864033 14 1 -7
0.043897266 15 0 -7
0.044719885 16 0 -8
0.049446963 16 0 -8


# place(1)
0 8 0 0
0.049446963 8 0 0


# place(2)
0 8 0 0
0.049446963 8 0 0


# place(3)
0 8 0 0
0.049446963 8 0 0


