Init; 32569.489959 ms
Iter 0; 4338.172398; 3921.795431; 416.376967
Iter 1; 2566.204562; 2289.803213; 276.401349
Iter 2; 2280.014469; 2170.567741; 109.446728
Iter 3; 2234.845484; 2125.141986; 109.703498
Iter 4; 2252.016608; 2110.613734; 141.402874
Iter 5; 2018.506212; 1835.685318; 182.820894
Iter 6; 2064.774322; 1970.142131; 94.632191
Iter 7; 2270.61373; 2145.83414; 124.77959
Iter 8; 2385.802545; 2217.625104; 168.177441
Iter 9; 2056.94686; 1839.062526; 217.884334
Iter 10; 2173.299013; 2052.946089; 120.352924
Iter 11; 2344.497768; 2216.492303; 128.005465
Iter 12; 2042.09102; 1901.618713; 140.472307
Iter 13; 2620.060264; 2176.491334; 443.56893
Iter 14; 2141.816039; 1908.023992; 233.792047
Iter 15; 2338.004782; 2188.670887; 149.333895
Iter 16; 2412.43175; 2264.259088; 148.172662
Iter 17; 2147.343625; 1917.930335; 229.41329
Iter 18; 2374.410449; 2246.023495; 128.386954
Iter 19; 2061.421728; 1913.314805; 148.106923
Iter 20; 2309.902072; 2183.332669; 126.569403
Iter 21; 2050.227058; 1915.600394; 134.626664
Iter 22; 2011.779852; 1891.881799; 119.898053
Iter 23; 2023.792075; 1924.726473; 99.065602
Iter 24; 2230.686831; 1846.174866; 384.511965
Iter 25; 2027.767011; 1905.401772; 122.365239
Iter 26; 2201.441899; 1982.983544; 218.458355
Iter 27; 2277.874352; 1951.557735; 326.316617
Iter 28; 2091.351959; 1838.538094; 252.813865
Iter 29; 2351.405652; 2117.090594; 234.315058
