Starting process <0> on on <harp>
Init; 4488.523942 ms
Iter 0; 1054.901394 ms
Iter 1; 647.323006 ms
Iter 2; 605.610205 ms
Iter 3; 632.342855 ms
Iter 4; 798.562099 ms
Iter 5; 617.064711 ms
Iter 6; 620.773241 ms
Iter 7; 640.090194 ms
Iter 8; 628.849473 ms
Iter 9; 786.678623 ms
Iter 10; 669.860219 ms
Iter 11; 641.263885 ms
Iter 12; 635.380977 ms
Iter 13; 630.567959 ms
Iter 14; 637.990759 ms
Iter 15; 683.899297 ms
Iter 16; 12034.913974 ms
Iter 17; 636.448147 ms
Iter 18; 657.149094 ms
Iter 19; 672.678089 ms
Iter 20; 684.041796 ms
Iter 21; 839.846881 ms
Iter 22; 742.923464 ms
Iter 23; 706.497581 ms
Iter 24; 707.733187 ms
Iter 25; 697.290014 ms
Iter 26; 704.829629 ms
Iter 27; 713.062321 ms
Iter 28; 722.834855 ms
Iter 29; 727.856314 ms
