# TimeStamp(s) InactiveWorker YieldingWorker RunningWorker
# place(0)
0 8 0 0
0.002526791 7 0 1
0.002595719 7 1 0
0.002600654 6 1 1
0.002651878 5 1 2
0.002680257 4 1 3
0.002703687 3 1 4
0.002719013 2 1 5
0.002724876 1 1 6
0.002730801 0 1 7
0.002764911 1 1 6
0.002767927 2 1 5
0.002769084 3 1 4
0.002774655 4 1 3
0.002777183 5 1 2
0.0027907 4 1 3
0.002798228 5 1 2
0.00281233 6 1 1
0.002833204 7 1 0
0.007689838 8 0 0
0.007739315 8 1 -1
0.007767195 7 1 0
0.007830533 6 1 1
0.007878454 5 1 2
0.007881614 6 1 1
0.007894567 5 1 2
0.007896012 4 1 3
0.007902866 3 1 4
0.007915418 4 1 3
0.007937886 5 1 2
0.007938463 6 1 1
0.007943614 7 1 0
0.007985321 8 1 -1
0.00798526 7 1 0
0.008023865 8 1 -1
0.012834013 9 0 -1
0.012940561 9 1 -2
0.012956069 8 1 -1
0.013050597 9 1 -2
0.013055401 8 1 -1
0.013052725 7 1 0
0.013068557 8 1 -1
0.013120113 9 1 -2
0.013125792 8 1 -1
0.013141816 9 1 -2
0.018034205 10 0 -2
0.018089226 10 1 -3
0.018134033 9 1 -2
0.018214328 10 1 -3
0.018220233 9 1 -2
0.018236063 10 1 -3
0.023171835 11 0 -3
0.023221445 11 1 -4
0.023265811 10 1 -3
0.023308671 11 1 -4
0.02831917 12 0 -4
0.028358238 13 0 -5
0.033477231 13 0 -5


# place(1)
0 8 0 0
0.033477231 8 0 0


# place(2)
0 8 0 0
0.033477231 8 0 0


# place(3)
0 8 0 0
0.033477231 8 0 0


