# TimeStamp(s) InactiveWorker YieldingWorker RunningWorker
# place(0)
0 8 0 0
0.003047439 7 0 1
0.003109398 7 1 0
0.003146358 6 1 1
0.003270864 5 1 2
0.003278369 4 1 3
0.00327766 3 1 4
0.003302984 2 1 5
0.003306797 3 1 4
0.003336825 2 1 5
0.003343855 3 1 4
0.003352503 2 1 5
0.003361529 1 1 6
0.003362956 0 1 7
0.00340667 1 1 6
0.003407571 2 1 5
0.00341432 3 1 4
0.003414939 4 1 3
0.003418367 5 1 2
0.003420168 6 1 1
0.003438031 7 1 0
0.00820548 8 0 0
0.008247074 8 1 -1
0.008255844 7 1 0
0.008319204 6 1 1
0.008369859 5 1 2
0.008384017 6 1 1
0.008389934 5 1 2
0.008390214 4 1 3
0.00842056 3 1 4
0.008444705 2 1 5
0.00845904 3 1 4
0.008462633 4 1 3
0.008480506 5 1 2
0.008485995 6 1 1
0.008487264 7 1 0
0.008487242 8 1 -1
0.01335366 9 0 -1
0.013405315 9 1 -2
0.013461044 8 1 -1
0.013539912 7 1 0
0.013579151 8 1 -1
0.013589114 7 1 0
0.013604305 8 1 -1
0.013611213 7 1 0
0.013617964 8 1 -1
0.013658917 9 1 -2
0.018502026 10 0 -2
0.018559066 10 1 -3
0.018584632 9 1 -2
0.01862245 8 1 -1
0.018627612 9 1 -2
0.018660177 10 1 -3
0.023666418 11 0 -3
0.02372195 11 1 -4
0.02375658 10 1 -3
0.023780671 11 1 -4
0.02881901 12 0 -4
0.029338933 13 0 -5
0.033404121 13 0 -5


# place(1)
0 8 0 0
0.033404121 8 0 0


# place(2)
0 8 0 0
0.033404121 8 0 0


# place(3)
0 8 0 0
0.033404121 8 0 0


