# TimeStamp(s) InactiveWorker YieldingWorker RunningWorker
# place(0)
0 8 0 0
0.005243335 7 0 1
0.005303358 7 1 0
0.005309331 6 1 1
0.005354512 5 1 2
0.005390445 4 1 3
0.0054029 3 1 4
0.005442326 2 1 5
0.0054493 1 1 6
0.005449297 0 1 7
0.005566985 1 1 6
0.0055942 2 1 5
0.005599577 1 1 6
0.005598496 2 1 5
0.005603539 3 1 4
0.005608204 4 1 3
0.005610871 5 1 2
0.005615775 6 1 1
0.005618375 7 1 0
0.010385523 8 0 0
0.010437357 8 1 -1
0.010461853 7 1 0
0.010546566 6 1 1
0.01055343 5 1 2
0.010581241 6 1 1
0.0105864 5 1 2
0.010594098 4 1 3
0.010600998 3 1 4
0.010624522 2 1 5
0.010626942 3 1 4
0.010657031 4 1 3
0.010666431 5 1 2
0.010671041 4 1 3
0.010672053 3 1 4
0.010692305 4 1 3
0.010693763 5 1 2
0.010695861 6 1 1
0.010698408 7 1 0
0.010702252 8 1 -1
0.015525282 9 0 -1
0.015629535 9 1 -2
0.015664497 8 1 -1
0.01576031 7 1 0
0.015790803 6 1 1
0.015799823 7 1 0
0.01586479 8 1 -1
0.015877311 9 1 -2
0.020708834 10 0 -2
0.020801555 10 1 -3
0.020811976 9 1 -2
0.02091069 8 1 -1
0.020915046 9 1 -2
0.02093517 10 1 -3
0.025887676 11 0 -3
0.025929659 11 1 -4
0.025965421 10 1 -3
0.025999736 11 1 -4
0.031013077 12 0 -4
0.031405878 13 0 -5
0.031715652 13 0 -5


# place(1)
0 8 0 0
0.031715652 8 0 0


# place(2)
0 8 0 0
0.031715652 8 0 0


# place(3)
0 8 0 0
0.031715652 8 0 0


