Starting process <13> on on <c1101.ofp>
Starting process <3> on on <c1091.ofp>
Starting process <10> on on <c1098.ofp>
Starting process <0> on on <c1088.ofp>
Starting process <15> on on <c1103.ofp>
Starting process <4> on on <c1092.ofp>
Starting process <11> on on <c1099.ofp>
Starting process <5> on on <c1093.ofp>
Starting process <6> on on <c1094.ofp>
Starting process <14> on on <c1102.ofp>
Starting process <1> on on <c1089.ofp>
Starting process <12> on on <c1100.ofp>
Starting process <7> on on <c1095.ofp>
Starting process <2> on on <c1090.ofp>
Starting process <8> on on <c1096.ofp>
Starting process <9> on on <c1097.ofp>
Round ; Elapsed Time (ms); h0 trees; h1 trees; h2 trees; h3 trees; h4 trees; h5 trees; h6 trees; h7 trees; h8 trees; h9 trees; h10 trees; h11 trees; h12 trees; h13 trees; h14 trees; h15 trees; h0 nodes; h1 nodes; h2 nodes; h3 nodes; h4 nodes; h5 nodes; h6 nodes; h7 nodes; h8 nodes; h9 nodes; h10 nodes; h11 nodes; h12 nodes; h13 nodes; h14 nodes; h15 nodes; 
Round 0; 1745.273399; 7000; 6380; 6032; 7018; 6732; 6000; 7000; 6022; 6000; 5968; 6000; 6016; 6000; 6000; 5832; 6000; 3.9060969E7; 3.5039818E7; 3.2497848E7; 3.7780725E7; 3.7124257E7; 3.3169247E7; 3.8561583E7; 3.2681114E7; 3.2907187E7; 3.2311433E7; 3.2756151E7; 3.2150127E7; 3.2796497E7; 3.3416876E7; 3.1557185E7; 3.3030701E7; 
Round 1; 1152.959434; 7016; 5737; 6084; 7002; 6789; 6028; 7000; 5994; 6000; 6025; 6056; 6101; 6000; 6186; 5893; 6089; 3.686123E7; 3.0992479E7; 3.2934695E7; 3.8166825E7; 3.8026039E7; 3.3665717E7; 3.9246916E7; 3.2588861E7; 3.2512831E7; 3.2857793E7; 3.1899386E7; 3.2511161E7; 3.2465181E7; 3.3852465E7; 3.1394577E7; 3.1852712E7; 
Round 2; 930.79179; 7016; 5404; 6084; 7066; 6822; 6028; 7000; 5994; 6028; 6113; 6056; 6105; 6000; 6237; 5958; 6089; 3.7614321E7; 2.9481957E7; 3.2853857E7; 3.882666E7; 3.7586193E7; 3.3843362E7; 3.8242788E7; 3.1882738E7; 3.2698327E7; 3.3831147E7; 3.3615531E7; 3.2327202E7; 3.3539711E7; 3.3531755E7; 3.2890099E7; 3.3265539E7; 
Round 3; 945.192663; 7016; 5082; 6084; 7034; 6881; 6082; 7000; 5994; 6060; 6191; 6056; 6051; 6000; 6326; 5998; 6145; 3.732372E7; 2.8013964E7; 3.320731E7; 3.8446516E7; 3.7360329E7; 3.2319133E7; 3.8850046E7; 3.2707633E7; 3.3423032E7; 3.4696884E7; 3.3746858E7; 3.3241523E7; 3.3119805E7; 3.4660244E7; 3.1925691E7; 3.3038962E7; 
Round 4; 923.306222; 7000; 4841; 6102; 7034; 6913; 6082; 7000; 5994; 6060; 6283; 6056; 6051; 6016; 6376; 6047; 6145; 3.9346191E7; 2.6258572E7; 3.367107E7; 3.8868811E7; 3.7414623E7; 3.385064E7; 3.8389333E7; 3.3720917E7; 3.2995993E7; 3.3119326E7; 3.2219451E7; 3.2495497E7; 3.2137997E7; 3.547658E7; 3.2591498E7; 3.3854718E7; 
Round 5; 942.175575; 7000; 4423; 6102; 7076; 6987; 6108; 7000; 5994; 6060; 6357; 6088; 6051; 6016; 6481; 6170; 6087; 3.797365E7; 2.3793523E7; 3.3063624E7; 3.7802621E7; 3.9021453E7; 3.3322252E7; 3.8845836E7; 3.2582627E7; 3.3707027E7; 3.5085252E7; 3.2680829E7; 3.3690435E7; 3.2461799E7; 3.5148834E7; 3.3044783E7; 3.4152834E7; 
Round 6; 815.993703; 7000; 4343; 6102; 7076; 6991; 6092; 7058; 6024; 6060; 6297; 6088; 6051; 6016; 6488; 6187; 6127; 3.8540685E7; 2.3552377E7; 3.3671278E7; 3.8632467E7; 3.84639E7; 3.3933797E7; 3.8431525E7; 3.3327703E7; 3.3312244E7; 3.4198918E7; 3.3188731E7; 3.2876716E7; 3.2267737E7; 3.5821065E7; 3.3194489E7; 3.3287649E7; 
Round 7; 843.605019; 7020; 4240; 6078; 7076; 7037; 6092; 6965; 6074; 6167; 6326; 6066; 6021; 6036; 6516; 6159; 6127; 3.8452905E7; 2.3516941E7; 3.3415979E7; 3.9012757E7; 3.9151601E7; 3.2564452E7; 3.7606624E7; 3.2858918E7; 3.3863164E7; 3.5418769E7; 3.3136061E7; 3.3614275E7; 3.3021119E7; 3.5780648E7; 3.3304241E7; 3.4940143E7; 
Round 8; 783.745853; 7020; 4240; 6106; 7076; 7037; 6092; 6995; 6134; 6167; 6266; 6066; 6021; 6036; 6460; 6099; 6185; 3.8813749E7; 2.3069734E7; 3.2680612E7; 3.9248325E7; 3.7652851E7; 3.3987012E7; 3.8575063E7; 3.3519839E7; 3.3424988E7; 3.4910324E7; 3.3460034E7; 3.3544108E7; 3.2764185E7; 3.5913108E7; 3.403039E7; 3.3397901E7; 
Round 9; 843.868695; 7046; 4210; 6138; 7104; 7067; 6092; 7017; 6158; 6167; 6222; 6066; 6021; 6036; 6428; 6043; 6185; 3.7798027E7; 2.3246262E7; 3.3687661E7; 3.9396011E7; 3.8608142E7; 3.3197258E7; 3.9505863E7; 3.3776213E7; 3.3859907E7; 3.4560583E7; 3.2581222E7; 3.2298964E7; 3.3766225E7; 3.5045246E7; 3.3290964E7; 3.4310275E7; 
