# TimeStamp(s) InactiveWorker YieldingWorker RunningWorker
# place(0)
0 8 0 0
0.004341257 7 0 1
0.004456164 7 1 0
0.004465538 6 1 1
0.004716822 5 1 2
0.00491853 4 1 3
0.005076439 3 1 4
0.005105648 4 1 3
0.005263979 5 1 2
0.005273908 6 1 1
0.005291201 7 1 0
0.009542027 8 0 0
0.009748148 8 1 -1
0.009758372 7 1 0
0.009948417 6 1 1
0.010000822 7 1 0
0.010259647 8 1 -1
0.014826172 9 0 -1
0.014929744 9 1 -2
0.014948062 8 1 -1
0.015074661 9 1 -2
0.020000456 10 0 -2
0.020395486 11 0 -3
0.020762051 11 0 -3


# place(1)
0 8 0 0
0.020762051 8 0 0


# place(2)
0 8 0 0
0.020762051 8 0 0


# place(3)
0 8 0 0
0.020762051 8 0 0


