# TimeStamp(s) InactiveWorker YieldingWorker RunningWorker
# place(0)
0 8 0 0
0.002741541 7 0 1
0.002811153 7 1 0
0.00281955 6 1 1
0.00289433 5 1 2
0.00291936 4 1 3
0.002956086 5 1 2
0.002963861 4 1 3
0.002968422 3 1 4
0.00299648 2 1 5
0.003006906 1 1 6
0.003015632 0 1 7
0.003018032 1 1 6
0.003056903 2 1 5
0.00305659 3 1 4
0.003060037 4 1 3
0.003063197 5 1 2
0.003069123 6 1 1
0.003070202 7 1 0
0.007910044 8 0 0
0.007970254 8 1 -1
0.007995816 7 1 0
0.008055596 6 1 1
0.008105914 5 1 2
0.008134047 6 1 1
0.008140553 5 1 2
0.008150697 6 1 1
0.008155324 7 1 0
0.008158202 8 1 -1
0.013067249 9 0 -1
0.013135343 9 1 -2
0.013163016 8 1 -1
0.013229289 9 1 -2
0.013231322 8 1 -1
0.013273819 9 1 -2
0.018271508 10 0 -2
0.018330438 10 1 -3
0.01836345 9 1 -2
0.01840533 10 1 -3
0.023436809 11 0 -3
0.023477679 12 0 -4
0.027889986 12 0 -4


# place(1)
0 8 0 0
0.027889986 8 0 0


# place(2)
0 8 0 0
0.027889986 8 0 0


# place(3)
0 8 0 0
0.027889986 8 0 0


