# TimeStamp(s) InactiveWorker YieldingWorker RunningWorker
# place(0)
0 8 0 0
0.003098615 7 0 1
0.003245636 7 1 0
0.003285644 6 1 1
0.00342028 5 1 2
0.003471378 4 1 3
0.00352664 5 1 2
0.00353068 4 1 3
0.003539129 3 1 4
0.003574447 2 1 5
0.00362931 1 1 6
0.00365652 2 1 5
0.003659781 3 1 4
0.003665436 2 1 5
0.003679391 3 1 4
0.003683001 4 1 3
0.003703329 5 1 2
0.003713508 6 1 1
0.003720005 7 1 0
0.008331 8 0 0
0.008420233 8 1 -1
0.00846426 7 1 0
0.008631816 6 1 1
0.008681261 5 1 2
0.008740124 6 1 1
0.008741108 7 1 0
0.008742458 8 1 -1
0.008745056 7 1 0
0.008763891 8 1 -1
0.013516455 9 0 -1
0.013606172 9 1 -2
0.01366263 8 1 -1
0.013771145 9 1 -2
0.013776436 8 1 -1
0.013823809 9 1 -2
0.018703527 10 0 -2
0.018792832 10 1 -3
0.018837416 9 1 -2
0.018902118 10 1 -3
0.023890984 11 0 -3
0.023936567 12 0 -4
0.024300442 12 0 -4


# place(1)
0 8 0 0
0.024300442 8 0 0


# place(2)
0 8 0 0
0.024300442 8 0 0


# place(3)
0 8 0 0
0.024300442 8 0 0


