# TimeStamp(s) InactiveWorker YieldingWorker RunningWorker
# place(0)
0 8 0 0
0.003375523 7 0 1
0.003463146 7 1 0
0.003485305 6 1 1
0.003648657 5 1 2
0.003720125 4 1 3
0.003753575 3 1 4
0.003767805 4 1 3
0.003776769 3 1 4
0.003838165 2 1 5
0.003853668 1 1 6
0.003904225 2 1 5
0.003912359 3 1 4
0.003912963 2 1 5
0.003918756 3 1 4
0.003926793 4 1 3
0.00393428 5 1 2
0.003952459 6 1 1
0.003959738 7 1 0
0.008571708 8 0 0
0.008632342 8 1 -1
0.008641228 7 1 0
0.008761288 6 1 1
0.008794167 7 1 0
0.008800512 6 1 1
0.008854395 5 1 2
0.00888111 6 1 1
0.008882027 7 1 0
0.008938226 8 1 -1
0.013718996 9 0 -1
0.0137903 9 1 -2
0.013801906 8 1 -1
0.01390327 9 1 -2
0.013909849 8 1 -1
0.01395885 9 1 -2
0.018888729 10 0 -2
0.018968416 10 1 -3
0.018984066 9 1 -2
0.019045593 10 1 -3
0.024069787 11 0 -3
0.024109286 12 0 -4
0.024511438 12 0 -4


# place(1)
0 8 0 0
0.024511438 8 0 0


# place(2)
0 8 0 0
0.024511438 8 0 0


# place(3)
0 8 0 0
0.024511438 8 0 0


