Init  ; 441.989689
Iter 0; 5007.060474
Iter 1; 333.088738
Iter 2; 289.592559
Iter 3; 315.312993
Iter 4; 344.852228
Iter 5; 337.037308
Iter 6; 337.913785
Iter 7; 338.08791
Iter 8; 319.144825
Iter 9; 330.580204
Iter 10; 349.818126
Iter 11; 336.726329
Iter 12; 337.347197
Iter 13; 306.950915
Iter 14; 355.74762
