Starting process <0> on on <c0056.ofp>
Init; 38596.318127 ms
Iter 0; 1420.692067 ms
Iter 1; 817.139887 ms
Iter 2; 423.243121 ms
Iter 3; 803.064579 ms
Iter 4; 398.62551 ms
Iter 5; 745.429419 ms
Iter 6; 419.117047 ms
Iter 7; 847.299461 ms
Iter 8; 421.032725 ms
Iter 9; 632.085163 ms
Iter 10; 403.624892 ms
Iter 11; 775.815142 ms
Iter 12; 404.32482 ms
Iter 13; 593.130796 ms
Iter 14; 409.800282 ms
Iter 15; 581.439764 ms
Iter 16; 847.1205 ms
Iter 17; 409.265252 ms
Iter 18; 397.33832 ms
Iter 19; 741.073806 ms
Iter 20; 403.889311 ms
Iter 21; 407.221915 ms
Iter 22; 903.100133 ms
Iter 23; 413.692915 ms
Iter 24; 410.65614 ms
Iter 25; 875.877066 ms
Iter 26; 417.939749 ms
Iter 27; 421.679713 ms
Iter 28; 414.909483 ms
Iter 29; 930.81742 ms
