Round 0; 2029.092017; 
Round 1; 1906.68363; 
Round 2; 2042.510946; 
Round 3; 2340.676546; 
Round 4; 1777.667894; 
Round 5; 2512.763825; 
Round 6; 1841.710716; 
Round 7; 2085.778728; 
Round 8; 1976.22494; 
Round 9; 2786.70266; 
Round 10; 2978.964357; 
Round 11; 3139.887979; 
Round 12; 2971.521587; 
Round 13; 3138.725588; 
Round 14; 3215.547218; 
Round 0; 1989.063041; 
Round 1; 2923.05728; 
Round 2; 1627.286736; 
Round 3; 2801.594721; 
Round 4; 1849.981178; 
Round 5; 2198.223184; 
Round 6; 2252.118544; 
Round 7; 2693.215762; 
Round 8; 2789.567999; 
Round 9; 3009.354682; 
Round 10; 2946.567557; 
Round 11; 2847.458652; 
Round 12; 3058.540164; 
Round 13; 3583.256302; 
Round 14; 3730.037417; 
Round 0; 1999.242484; 
Round 1; 1711.836269; 
Round 2; 1665.045036; 
Round 3; 1859.637432; 
Round 4; 1899.652296; 
Round 5; 1804.941898; 
Round 6; 1977.257812; 
Round 7; 2575.471536; 
Round 8; 2249.245864; 
Round 9; 2579.814764; 
Round 10; 2203.140701; 
Round 11; 3101.782141; 
Round 12; 3334.964461; 
Round 13; 3208.066323; 
Round 14; 2987.987222; 
Round 0; 1963.820635; 
Round 1; 1956.947769; 
Round 2; 1710.274634; 
Round 3; 2504.898734; 
Round 4; 1920.553339; 
Round 5; 2709.947539; 
Round 6; 2385.97504; 
Round 7; 3194.165069; 
Round 8; 3172.915771; 
Round 9; 3434.598325; 
Round 10; 2898.809324; 
Round 11; 3456.035103; 
Round 12; 3798.117502; 
Round 13; 3363.975994; 
Round 14; 3112.053568; 
Round 0; 1960.621295; 
Round 1; 1824.083405; 
Round 2; 1757.327275; 
Round 3; 2604.296024; 
Round 4; 2563.910109; 
Round 5; 1866.002938; 
Round 6; 3009.361283; 
Round 7; 3017.958424; 
Round 8; 3365.629822; 
Round 9; 3450.875934; 
Round 10; 3014.991269; 
Round 11; 3378.898968; 
Round 12; 2976.263368; 
Round 13; 3583.364475; 
Round 14; 3546.29534; 
