Round 0; 1879.890713; 
Round 1; 1906.644837; 
Round 2; 2019.744374; 
Round 3; 2028.494299; 
Round 4; 2143.021181; 
Round 5; 2181.126133; 
Round 6; 2431.596062; 
Round 7; 2454.463759; 
Round 8; 2605.206374; 
Round 9; 2740.944272; 
Round 10; 2840.199281; 
Round 11; 2953.791783; 
Round 12; 3019.302459; 
Round 13; 2995.915112; 
Round 14; 3112.946581; 
Round 0; 1876.72441; 
Round 1; 1887.113972; 
Round 2; 1960.769808; 
Round 3; 2128.652466; 
Round 4; 2158.53332; 
Round 5; 2160.993592; 
Round 6; 2373.48553; 
Round 7; 2518.404059; 
Round 8; 2546.372697; 
Round 9; 2636.824566; 
Round 10; 2783.74776; 
Round 11; 2789.994554; 
Round 12; 2950.770713; 
Round 13; 2987.942488; 
Round 14; 3258.127358; 
Round 0; 1918.039837; 
Round 1; 1736.425603; 
Round 2; 2123.867414; 
Round 3; 2112.106566; 
Round 4; 2193.097538; 
Round 5; 2262.335932; 
Round 6; 2373.053788; 
Round 7; 2454.506608; 
Round 8; 2664.380211; 
Round 9; 2653.43221; 
Round 10; 2855.453442; 
Round 11; 2988.746607; 
Round 12; 3111.68245; 
Round 13; 3056.192347; 
Round 14; 3218.54156; 
Round 0; 2011.109187; 
Round 1; 1827.730206; 
Round 2; 1996.268548; 
Round 3; 2022.532455; 
Round 4; 2077.186531; 
Round 5; 2216.101356; 
Round 6; 2316.37259; 
Round 7; 2486.588034; 
Round 8; 2436.26258; 
Round 9; 2578.585783; 
Round 10; 2730.599706; 
Round 11; 2863.834572; 
Round 12; 3004.76799; 
Round 13; 2995.566403; 
Round 14; 3147.08186; 
Round 0; 1945.973249; 
Round 1; 1764.320473; 
Round 2; 1937.322011; 
Round 3; 2088.542694; 
Round 4; 2125.309008; 
Round 5; 2205.407729; 
Round 6; 2307.295003; 
Round 7; 2512.15204; 
Round 8; 2476.430776; 
Round 9; 2701.313449; 
Round 10; 2729.458388; 
Round 11; 2714.688207; 
Round 12; 2893.735895; 
Round 13; 2981.397808; 
Round 14; 3207.674989; 
